MEDIUM,FABRIC,TECHNIQUE,FORM,SUB-FORM,DATES,PAINTER,POTTER,SUBJECT_ADDITIONAL,LOCATION_COUNTRY,LOCATION_CITY,COLLECTION_NAME,COLLECTION_ID,PROVENIENCE,TRENDALL_ID,IMAGE_SERIES,SCENE_TYPE_A,MUSICAL_SCENE_TYPE_A,TRENDALL_DESCRIPTION_A,SIDE_A_DETAILS,SIDE_A_INSTRUMENTS_AND_NUMBERS,SIDE_A_PERFORMERS,SIDE_A_PERFORMER_LOCATION,SIDE_A_PERFORMER_ACTION,SIDE_A_NUMBER_OF_FIGURES,SIDE_A_COMPOSITION,SCENE_TYPE_B,MUSICAL_SCENE_TYPE_B,TRENDALL_DESCRIPTION_B,SIDE_B_DETAILS,SIDE_B_INSTRUMENTS_AND_NUMBERS,SIDE_B_PERFORMERS,SIDE_B_PERFORMER_LOCATION,SIDE_B_PERFORMER_ACTION,SIDE_B_NUMBER_OF_FIGURES,SIDE_B_COMPOSITION,IMAGE_IDS,NOTES,PUBLICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Volute,,Sisyphus,,,,Ruvo,,1096,,01.52,6027-33,"MYTHOLOGICAL, NUPTIAL",,,Rape of the Leukippides by the Dioskouroi,,,,,"10F, 3M, 1C, 1E, 1C, 4A",2 ROWS,MYTHOLOGICAL,MYTHOLOGICAL(SA),,Amazonomachy with Herakles in upper L corner and Amazon on horseback playing salpinx in lower L,1(SA),F(SA),BOTTOM L(SA),RIDING(SA),"7F, 5M, 2A",2 ROWS,"IMAG6027.jpg, IMAG6028.jpg, IMAG6029.jpg, IMAG6030.jpg, IMAG6031.jpg, IMAG6032.jpg, IMAG6033.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Volute (?),,Sisyphus,,,,Warsaw,,142296,,01.53,6034,"MYTHOLOGICAL, NUPTIAL",,,"INCOMPLETE PHOTO: Peleus abducting Thetis, Nereids and sea monsters",,,,,"4F, 1M, 2A",SINGLE,PROCESSION,PROCESSION(AU),,"Two nude youths, one with torch and kalathos, walking to R, second youth with hand on the shoulder of a female aulos player also walking to R, nude youth walking R",1(AU),F(AU),C(AU),WALKING(AU),"1F, 3M",SINGLE,IMAG6034.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater (?),FRAG,,Sisyphus,,,,Basel,Collection of Dr. Ackermann,,,01.54,6035-41,ATTENDANT (DIONYSIAC),"ATTENDANT(DIONYSIAC)(TYM), ATTENDANT(DIONYSIAC)(CYM)",,"Dionysos with kantharos and vine seated at centre, female attendants, one with small box approaching thymiaterion next to D., small boy, female to far L beating tambourine, second female with cymbals dancing","1(TYM), 1(CYM)","F(TYM), F(CYM)","L(TYM),  L(CYM)","STANDING(TYM), WALKING(CYM)","6F, 1M, 1C",SINGLE,,,,,,,,,,,"IMAG6035.jpg, IMAG6036.jpg, IMAG6037.jpg, IMAG6038.jpg, IMAG6039.jpg, IMAG6040.jpg, IMAG6041.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Sisyphus,,,,London,V&A,4803.1901,,01.57,6050-52,DANCING,DANCING(AU),,"Central male aulos player (fully clothed, bearded) with two nude youths dancing and wearing Karneia hats",1(AU),M(AU),C(AU),STANDING(AU),3M,SINGLE,MANTLE FIGURES,,,Three mantle figures,,,,,3M,SINGLE,"IMAG6050.jpg, IMAG6051.jpg, IMAG6052.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Sisyphus,,,,Torino (?),R.S. Collection,,,01.67,6055,PROCESSION,PROCESSION(AU),,"Female playing aulos moving L, followed by nude youth carrying stick and extending crowd towards the girl's head",1(AU),F(AU),L(AU),WALKING(AU),"1F, 1M",SINGLE,MANTLE FIGURES,,,two mantle figures facing one another,,,,,2M,SINGLE,IMAG6055.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,,,Sisyphus,,,,London,British Museum,F158,,01.90,6060-61,DEPARTURE (?),,,"Female standing with phiale and lekythos facing R, seated, bearded male with bird-staff facing L and shaking hands with nude youth with scabbarded sword and spears (facing L) with horse behind walking R and looking L",,,,,"1F, 2M, 1A",SINGLE,MYTHOLOGICAL,MYTHOLOGICAL(SA),,"Amazonomachy with four amazons and central quasi-nude youth, standing amazon in short dress to upper R plays the salpinx",1(SA),M(SA),TOP R (SA),STANDING (SA),"2F, 3M, 1A",SINGLE,"IMAG6060.jpg, IMAG6061.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Sisyphus,,,,Leningrad,,295 (S 855),,01.91,6064-65,"PROCESSION (DIONYSIAC), COUPLE",PROCESSION(DIONYSIAC)(AU),,Dionysos with kantharos reclining on kline with seated female (Ariadne) on the back of a donkey led by a satyr wearing boots and playing the aulos,1(AU),S(AU),R(AU),WALKING(AU),"1F, 1M, 1S, 1A",SINGLE,MANTLE FIGURES (QUASI),,,"Three youths, nude or with draped cloak, two with sticks and two with strigils",,,,,3M,SINGLE,"IMAG6064.jpg, IMAG6065.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,UNKNOWN,FRAG,,Sisyphus,,,,Sydney,,51.37,,01.99,6067-68,???,???(KI),,"Fragment of figure (clothed, hair long and curly) playing the kithara",1(KI),?(KI),?,?,"1M, 1?",?,,,,,,,,,,,"IMAG6067.jpg, IMAG6068.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Ariadne,,,,Naples,MANN,2149 (81423),,01.111,6081-84,PROCESSION (DIONYSIAC),PROCESSION(DIONYSIAC)(TYM),,"Female moving L, looking down to R, holding tambourine; Satyr holding thyrsos in R hand, moving R, and balancing a basket on his head; Youth holding thyrsos, wearing crown, with cloth draped over arms moving R",1(TYM),F(TYM),TOP L(TYM),WALKING(TYM),"1F, 1M, 1S",SINGLE,MANTLE FIGURES,,,"Three mantle figures, two moving L, one facing R, central figure extending arm forward to R figure",,,,,3M,SINGLE,"IMAG6081.jpg, IMAG6082.jpg, IMAG6083.jpg, IMAG6084.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Ariadne,,,,London,British Museum,F161,,01.114,6087-88,PROCESSION (DIONYSIAC),PROCESSION(DIONYSIAC)(AU),,"Satyr playing aulos moving L, Female with kottabos stand and kalathos moving L, nude youth with thyrsos and phiale/plate moving L",1(AU),S(AU),TOP L(AU),WALKING(AU),"1F, 1M, 1S",SINGLE,MANTLE FIGURES,,,"Two mantle figures facing one another, R one with stick",,,,,2M,SINGLE,"IMAG6087.jpg, IMAG6088.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Column,,Ariadne,,,,Lisbon,Belei (?),P548,,01.118a,6103-4,PROCESSION (DIONYSIAC),PROCESSION(DIONYSIAC)(TYM),,"Body: four figures moving R, woman with kottabos stand, nude frontal youth with torch and kalathos, Woman with tambourine raised, nude youth looking back and frontal with thyrsos",1(TYM),F(TYM),C(TYM),WALKING(TYM),"2F, 2M",SINGLE,MANTLE FIGURES,,,"Four mantle figures facing each other in pairs; L figure facing R, 2nd figure extending wreath to L, jumping weights in centre between heads, 3rd figure facing R, 4th figure facing L with walking stick",,,,,4M,SINGLE,"IMAG6103.jpg, IMAG6104.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Ariadne,,,,Paris,Louvre,K7,,01.122,6111-14,PROCESSION (DIONYSIAC),"PROCESSION(DIONYSIAC)(TYM), PROCESSION(DIONYSIAC)(AU)",,"A papposilenos figure (hirsute, nude, white hair and beard) carries a wine skin to the R and leans on a stick, a woman moving R looks _ back and beats a tambourine, a woman moves R and plays the aulos; The women are larger than the papposilenos","1(TYM), 1(AU)","F(TYM), F(AU)","TOP C(TYM), TOP R(AU)","WALKING(TYM), WALKING(AU)","2F, 1S",SINGLE,MANTLE FIGURES (QUASI),,,"On the L a mantle figure faces R, an arabesque curls up from the ground, over which the central figure – a nude youth, frontal, with stick – faces L and extends a wreath and jumping weights hang, and on the R another mantle figure holds a strigil and faces L",,,,,,,"IMAG6111.jpg, IMAG6112.jpg, IMAG6113.jpg, IMAG6114.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Ariadne,,,,Cleveland,CMA,89.73,,01.???,6121-29,"THEATER, DIONYSOS",,,"Thymiaterion to the L with a phlyax actor facing R picking a bunch of grapes growing from the giant, central head of a youth (Dionysos), with a hirsute papposilenos actor with stage boots and mask on the R facing centre and holding a giant skyphos decorated with dancing figure on L and aulos player on R",,,,,"2S, 1M",RADIAL,PROCESSION (DIONYSIAC),"PROCESSION (DIONYSIAC)(AU), PROCESSION (DIONYSIAC)(TYM)",,"A nude youth, _ walks to the R with a thyrsos, a satyr (bearded) walks to the R playing the aulos and with an empty wineskin hanging from his L arm and a woman, walking R, holds her head back and beats a tambourine","1(AU), 1(TYM)","S(AU), F(TYM)",C(AU)  R(TYM),"WALKING(AU), WALKING(TYM)","1F, 1M, 1S",SINGLE,"IMAG6121.jpg, IMAG6122.jpg, IMAG6123.jpg, IMAG6124.jpg, IMAG6125.jpg, IMAG6126.jpg, IMAG6127.jpg, IMAG6128.jpg, IMAG6129.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Volute,,Gravina,,sphinxes flanking complex palmette motifs,,Gravina,,,,02.01,6127-31,"MYTHOLOGICAL, DINING, COUPLE",,,"On the neck, battle of Greeks vs. amazons; on the body, a two-tier (quasi-friezes separated by egg and dart) composition flanked by a couple of male figures hoisting benches up a flight of stairs to a column with a victory atop it and a palmette; upper portion has a woman covering herself, two node youths (one with cap and cloak) facing one another, a seated and bearded male, a woman with X-belt and staff with bird on top and a youth on a couch, a nude youth pulling his cloak over his head, and a youth and a horse; lower, a female follows an eros figure who is carrying a scarf towards a seated woman with mirror who looks over a youth a woman kissing on a couch, the reclining youth being crowned with a wreath by a small eros and a woman attending a thymiaterion to the side",,,,,"7F, 13M, 2E, 1A",SINGLE,MYTHOLOGICAL,MYTHOLOGICAL(PAN),,"death of Aktion with a fury engaging with the dogs, a bearded satyr running away, and Artemis (?), a donkey, and a youth sitting and holding a set of pan pipes (?) looking on; body is one composition with a boar hunt (partially lost)",1(PAN),M(PAN),NECK L(PAN),SEATED(PAN),"2F, 11M, 7A",2 ROWS,"IMAG6127.jpg, IMAG6128.jpg, IMAG6129.jpg, IMAG6130.jpg, IMAG6131.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Bell,,Gravina,,,,NY,Christie's,Ex-Nostell Priory,,02.04,6134-35,"PROCESSION (DIONYSIAC), DANCING","PROCESSION(DIONYSIAC)(TYM), DANCING (TYM)",,"Three figures moving L lead by a satyr carrying a torch and kalathos, a nude youth _ left/frontal with thyrsos, and a woman dancing with tambourine swinging from her hand",1(TYM),F(TYM),R(TYM),DANCING (TYM),"1F, 1M, 1S",SINGLE,MANTLE FIGURES,,,"three mantle figures, two facing L, one facing R, with jumping weights and central figure with stick",,,,,3M,SINGLE,"IMAG6134.jpg, IMAG6135.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apulian,,Krater,Volute,,Birth of Dionysos,,,,Taranto,MARTA,8264,,02.06,6136-40,MYTHOLOGICAL,MYTHOLOGICAL(PAN),,"Body: Multi-level composition with the birth of Dionysos from the thigh of a seated Zeus in the centre, gods standing and lounging all about, young satyr torso above Zeus standing, facing L, head down, with animal-skin cloak and staff from which hang a set of pan pipes; neck: centauromachy",1(PAN),S(PAN),UP C(PAN),STANDING(PAN),"6F, 6M, 1E, 2S, 2CENT",RADIAL,"DINING (DIONYSIAC), MYTHOLOGICAL","DINING (DIONYSIAC)(SA), MYTHOLOGICAL(SA)",,"Body: Amazonomachy, with an Amazon in the upper right corner show with short, patterned dress and simple cap helmet (?) facing L and playing the salpinx; neck: satyrs laying out a banquet for Dionysos reclining on a panther skin next to a tree (?) with a tambourine (?) hanging on the wall above/behind",1(SA),F(SA),UP R(SA),STANDING(SA),"5F, 6M, 3S, 1A",2_ROWS,"IMAG6136.jpg, IMAG6137.jpg, IMAG6138.jpg, IMAG6139.jpg, IMAG6140.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
